Id,NamePt,DescriptionPt,Image,Gi,Calories,Acidification,Carbohydrates,Ashes,Proteins,SaturedFats,MonounsaturatedFats,PolyunsaturatedFats,Cholesterol,TotalFat,DietaryFiber,Sugar,Gl,UnitOfMeasurement,IsRecipe,Icon,Keys,Type,A,Alanine,AlphaCarotene,Arginine,AsparticAcid,B1,B11,B12,B2,B3,B5,B6,B7,B9,BetaCarotene,C,Calcium,Choline,Copper,CryptoxanthinCarotene,Cystine,D,D2,D3,E,Fluoride,GlutamicAcid,Glutamine,Glycine,Histidine,Iron,Isoleucine,K,Leucine,Lycopene,Lysine,Magnesium,Manganese,Methionine,Phenylalanine,Phosphorus,Potassium,Proline,Selenium,Serine,Sodium,Threonine,Tryptophan,Tyrosine,Valine,Zinc,Description,Name
46,Café moído,"",https://images.unsplash.com/photo-1497935586351-b67a49e012bf?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=871&q=80,0,1,0,0,0,0.12,0.002,0,0,0,0.02,0,0,0,0,f,/images/food/coffee.png,"grão de café, grãos de café, café moído",14,0,3,0,1,5,0,0,0,0.076,0.191,0,0.001,0,0,0,0,2,2.6,0.002,0,2,0,0,0,0,0,20,0,4,2,0.01,2,0.1,5,0,1,3,0.023,0,3,3,49,4,0,1,2,1,0,2,3,0.02,"",""
47,Caldo de cana,"",https://comeraprender.com.br/wp-content/uploads/2019/07/shutterstock_348902039-1-1200x675.jpg,0,1.3970599,0,0.39133334,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/lemon-juice.png,caldo de cana,0,0,0,0,0,0,1.2333333,0,0,0.22666667,0,0,0,0,0,0,0,1.931,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881,0.0063333334,0,0,0.651,9.929,0,0,0,0.6253333,0,0,0,0,0,"",""
48,Caldo de Legumes,"",https://cdn.panelinha.com.br/receita/1339470000000-Caldo-caseiro-de-legumes.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","caldo de legume, caldo de legumes",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
49,Canela,"",https://images.unsplash.com/photo-1611256243212-48a03787ea01?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1177&q=80,0,247,0,80.59,0,3.99,0.345,0,0,0,1.24,0,0,0,0,f,/images/food/cinnamon.png,"canela, casca de canela, canela em pó, canela em casca",14,15,166,1,166,438,0,0,0,0.041,1.332,0,0.158,0,0,112,3.8,1002,11,0.339,0,58,0,0,0,0,0,370,0,195,117,8.32,146,31.2,253,15,243,60,17.466,78,146,64,431,419,0,195,10,136,49,136,224,1.83,"",""
50,carambola,"",https://s2.glbimg.com/oqkIn68SdYB-3esiOk0byUm9VL0=/620x455/e.glbimg.com/og/ed/f/original/2020/01/28/carambola.jpg,0,45.74089,0,11.4815,0.37466666,0.87083334,0,0,0,0,0.177,2.0313334,0,0,0,f,/images/food/star-fruit.png,"carambola, carambolas",4,0,0,0,0,0,0.11666667,0,0,0,0,0,0,0,0,0,60.866665,4.7883334,0,0.07733333,0,0,0,0,0,0,0,0,0,0,0,0.19833334,0,0,0,0,0,7.361,0.12633333,0,0,10.749,132.57634,0,0,0,4.0946665,0,0,0,0,0.24,"",""
51,Cardamomo,"O cardamomo é uma especiaria bastante versátil, podendo ser usado na forma natural em chás, como substituto do alho no refogado do arroz ou adicionado em doces como pudins e geleias. Também pode-se aromatizar pães, colocar no molho da carne e saladas de frutas, por exemplo.",https://a-static.mlcdn.com.br/618x463/cardamomo-verdadeiro-ou-cardamomo-verde-jardim-exotico/jardimexotico/4499408033/715cda1e07338ac245ed33643f8fc305.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/cardamom.png,"cardamomo, cardamomos, baga de cardamomo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
52,Caril,"O caril ou curry é um nome dado a determinados pratos, cuja principal caraterística é ter um molho cozinhado com especiarias e outros ingredientes típicos da cozinha da Índia, da Tailândia e de outros países asiáticos.",https://media.istockphoto.com/photos/curry-powder-on-a-wooden-spoon-and-in-a-wooden-bowl-picture-id1271918149?b=1&k=20&m=1271918149&s=170667a&w=0&h=ICQNG-IxiJ-ExTpYkn87rW5qhN8Cu5tVHEwVnAsGZSs=,0,217,0,35.83,0,5.83,0.83,0,0,0,5.83,0,0,0,0,f,/images/food/curry.png,"caril, curry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,"",""
53,Carne bovina,"",https://images.unsplash.com/photo-1588347785102-2944ba63d0c3?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1050&q=80,0,91.52885,0,23.848116,0.84,1.3985507,6,0,0,0,0.11666667,1.9466667,0,0,0,f,/images/food/beef.svg,"carne, carne de gado, carne moída, bife, acém",10,0,0,0,0,0,0,0,0,0.02,0,0,0.14333333,0,0,0,5.86,3.4166667,0,0.10333333,0,0,0,0,0,0,0,0,0,0,0,0.34666666,0,0,0,0,0,27.796667,0.14,0,0,26.72,376.47,0,0,0,72,0,0,0,0,0.17666666,"",""
54,Castanha-do-pará,"",https://www.sistersintravel.com/wp-content/uploads/2015/12/sisters-in-travel-curiosidade-castanha-do-par%C3%A1-720x485.jpg,0,642.9631,0,15.07866,3.402,14.53634,15.3,27.4,21,0,63.459,7.931,0,0,0,f,/images/food/brazil-nut.png,"castanha, castanha do pará",1,0,0,0,0,0,0.30333334,0,0,0,0,0,0.44,0,0,0,0,146.33667,0,1.7883333,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,365.12332,1.1036667,0,0,853.2833,650.994,0,0,0,0.654,0,0,0,0,4.219333,"",""
55,Cebola,"",https://images.unsplash.com/photo-1560087706-04151ac8da26?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=667&q=80,0,40,0,9,0,1.1,0.042,0,0,0,0.1,1.7,4.2,0,0,f,/images/food/onion.svg,"cebola palito, cebolas palito, cebolete, cebola para conserva, cebolas para conserva",11,0,21,0,104,91,0,0,0,0.027,0.116,0,0.12,0,0,1,7.4,23,6.1,0.039,0,4,0,0,0,0,0,258,0,25,14,0.21,14,0.4,25,0,39,10,0.129,2,25,29,146,12,0,21,4,21,14,14,21,0.17,"",""
56,Cebolinha,"",https://media.istockphoto.com/photos/fresh-chives-siniklav-or-frenk-sogani-on-wooden-surface-picture-id845638780?b=1&k=20&m=845638780&s=170667a&w=0&h=5akMDvDeooH-uLd8av-DOBB0d3j8wJEI_hzjfHuX5Ik=,0,30,0,4.35,0,3.27,0.146,0,0,0,0.73,0,0,0,0,f,/images/food/chive.png,"cebolinha, cebolinho, cebolinha-francesa, cebolinha francesa",2,218,148,0,237,303,0,0,0,0.115,0.647,0,0.138,0,0,2612,58.1,92,5.2,0.157,0,0,0,0,0,0,0,677,0,162,57,1.6,139,212.7,195,0,163,42,0.373,36,105,58,296,216,0,148,3,128,37,95,145,0.56,"",""
57,Cebolas em conserva,"",https://www.sumerbol.com.br/uploads/images/2017/11/cebola-em-conserva-576-1510594360.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"",cebola em conserva,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
58,Cenoura,"",https://images.unsplash.com/photo-1582515073490-39981397c445?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=750&q=80,16,41,0,9.58,0,0.93,0.032,0,0,0,0.24,0,0,0,0,f,/images/food/carrot.svg,"cenoura ralada, cenouras raladas, pedaços de cenoura",9,835,113,3477,91,190,0,0,0,0.058,0.983,0,0.138,0,0,8285,5.9,33,8.8,0.045,0,83,0,0,0,0,0,366,0,47,40,0.3,77,13.2,102,1,101,12,0.143,20,61,35,320,54,0,54,69,191,12,43,69,0.24,"",""
59,Cenoura cozida,"",https://images.unsplash.com/photo-1556909172-89cf0b24ff02?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1951&q=80,38,41,0,9.58,0,0.93,0.032,0,0,0,0.24,0,0,0,0,f,/images/food/carrot.svg,"",9,835,113,3477,91,190,0,0,0,0.058,0.983,0,0.138,0,0,8285,5.9,33,8.8,0.045,0,83,0,0,0,0,0,366,0,47,40,0.3,77,13.2,102,1,101,12,0.143,20,61,35,320,54,0,54,69,191,12,43,69,0.24,"",""
60,Cerveja pilsen,"",https://blog.todovino.com.br/wp-content/uploads/2020/01/cerveja-pilsen1.jpg,0,2.7307498,0,0.643,0,0,0,0,0,0,0.052,0,0,0,0,f,/images/food/beer.svg,cerveja,0,0,0,0,0,0,0.8933333,0,0,0,0,0,0,0,0,0,0,0.6446667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037,0.274,0,0,0,5.3363333,0,0,0,0,0,0,0,0,0,"",""
61,Chá de erva-doce,"Chá de erva-doce(Pimpinella anisum), infusão 5%",https://diariodonordeste.verdesmares.com.br/image/contentid/policy:7.4537296:1625738451/erva-doce%201.jpeg?f=default&$p$f=bacd656,0,2.24791,0,0.6296667,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/anise.png,"chá de erva-doce, erva-doce, erva doce, anis-verde, anis verde, pimpinela-branca, pimpinela branca",0,0,0,0,0,0,3.1133332,0,0,0.48333332,0,0,0,0,0,0,0,0.25233334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,0.08866667,0,0,1.5113333,13.437667,0,0,0,0,0,0,0,0,0,"",""
62,Chapati,"Também conhecido como pão ázimo, pãozinho indiano ou pão sírio",https://cdn.panelinha.com.br/receita/1594316806337-chapati1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","chapati, pão ázimo, pão azimo, pão sírio, pão indiano, pãozinho indiano, pãozinho sírio",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
63,Chocolate preto 45 - 59%,"",https://media.istockphoto.com/photos/dark-chocolate-bar-on-rustic-wood-table-picture-id463813283?b=1&k=20&m=463813283&s=170667a&w=0&h=x-SXgRiiAkH-ilp7dZPZUQWdq0V7-4jwDf4BK8PRd0M=,0,546,0,61.17,0,4.88,18.519,0,0,0,31.28,0,0,0,0,f,/images/food/chocolate.png,"chocolate, achocolatado, chocolate em pó, chocolate ao leite",5,2,0,7,0,0,0,0,0.23,0.05,0.725,0,0.042,0,0,26,0,56,0,1.028,0,0,0,0,0,0,0,0,0,0,0,8.02,0,8.1,0,0,0,146,1.419,0,0,206,559,0,0,0,24,0,0,0,0,2.01,"",""
64,Chuchu,"",https://static1.conquistesuavida.com.br/articles/2/78/82/@/25512-o-chuchu-e-uma-fonte-poderosa-de-nutrien-640x400-3.jpg,0,23,0,4.55,0,1.52,0,0,0,0,0,0,0,0,0,f,/images/food/chayote.png,"chuchu, chuchu cru",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
65,Churrasco,"",https://img.itdg.com.br/tdg/images/blog/uploads/2021/08/Churrasco-barato.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","churrasco, churrasco de carne",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
66,Clara de ovo,"",https://areademulher.r7.com/wp-content/uploads/2020/07/clara-de-ovo-beneficios-modo-de-usar-para-quem-e-mais-indicado.jpg,0,59.435696,0,0,0.66833335,13.447917,0,0,0,0,0.089,0,0,0,0,f,/images/food/egg.svg,"clara de ovo, clara de ovos, claras de ovo, claras de ovos",0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,6.232,0,0.028666666,0,0,0,0,0,0,0,0,0,0,0,0.078666665,0,0,0,0,0,11.007,0,0,0,15.427667,145.87033,0,0,0,180.53767,0,0,0,0,0,"",""
67,Coalhada fresca,"",https://img.cybercook.com.br/imagens/receitas/190/coalhada-seca.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","coalhada, coalhada fresca",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
68,Coalhada seca,"",https://img.cybercook.com.br/imagens/receitas/190/coalhada-seca.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"",coalhada seca,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
69,Coco ralado,"",https://images.unsplash.com/photo-1580984969071-a8da5656c2fb?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1050&q=80,42,1540,0,26.67,0,6.67,60,0,0,0,66.67,0,0,0,0,f,/images/food/coconut.svg,"coco, côco, cocos, côcos",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,"",""
70,Coentro,"",https://s2.glbimg.com/2uv6Zz8Fr8j89rvJC1mZl8wGPdo=/smart/e.glbimg.com/og/ed/f/original/2020/10/27/coriandrum-sativum-coentro-aespeciarista-.jpg,0,23,0,3.67,0,2.13,0.014,0,0,0,0.52,0,0,0,0,f,/images/food/coriander.png,coentro,2,337,0,36,0,0,0,0,0,0.162,1.114,0,0.149,0,0,3930,27,67,12.8,0.225,0,0,0,0,0,0,0,0,0,0,0,1.77,0,310,0,0,0,26,0.426,0,0,48,521,0,0,0,46,0,0,0,0,0.5,"",""
71,Couve-flor,"",https://images.unsplash.com/photo-1568584711075-3d021a7c3ca3?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=752&q=80,0,25,0,4.97,0,1.92,0.13,0,0,0,0.28,0,0,0,0,f,/images/food/cauliflower.png,"couve-flor, couve flor, couves-flor, couves-flores, couve-flores",7,0,116,0,86,177,0,0,0,0.06,0.507,0,0.184,0,0,0,48.2,22,44.3,0.039,0,20,0,0,0,0,0,257,0,71,56,0.42,71,15.5,106,0,217,15,0.155,20,65,44,299,71,0,86,30,76,20,51,125,0.27,"",""
72,Cravo da índia,"",https://images.unsplash.com/photo-1626609940603-1fc7556a94ef?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1170&q=80,0,325,0,56,0,6.3,3.7,0,0,0,8.3,0,0,0,0,f,/images/food/clove.png,"cravo, cravos, cravos da índia, cravo-da-índia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,"",""
73,Cuca,"",https://cdn.panelinha.com.br/receita/1550859492306-cuca-banana.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/bread.svg,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
74,Ervilha,"",https://media.istockphoto.com/photos/pea-protein-powder-and-snap-pea-portrait-picture-id1175572671?b=1&k=20&m=1175572671&s=170667a&w=0&h=EWO5nG741j6gFokkAljmYE6tkCyEvGZxMMjjJq3dJZc=,0,81,0,14.45,0,5.42,0.071,0,0,0,0.4,0,0,0,0,f,/images/food/pea.png,"ervilha, ervilhas",1,38,240,21,428,496,0,0,0,0.132,2.09,0,0.169,0,0,449,40,25,28.4,0.176,0,32,0,0,0,0,0,741,0,184,107,1.47,195,24.8,323,0,317,33,0.41,82,200,108,244,173,0,181,5,203,37,114,235,1.24,"",""
90,Fubá,"",https://caldobom.com.br/uploads/2018/12/diferenca-entre-fuba-e-farinha-de-milho.jpg,0,379,0,75.86,0,10.34,0,0,0,0,5.17,0,0,0,0,f,/images/food/corn-flour.svg,farinha de milho,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,"",""
75,Esfirra,"Esfirra ou esfiha é uma pequena torta assada originária da Síria e do Líbano, e encontrada em outros países do Oriente Médio, como a Jordânia, Palestina e Iraque, além do Brasil e Argentina, para onde foi levada por imigrantes sírios e libaneses e se tornou extremamente popular.",https://vocegastro.com.br/app/uploads/2021/10/como-fazer-esfirra-aberta.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","esfirra, esfirras, esfiha, esfihas",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
76,Espaguete,"",https://www.comidaereceitas.com.br/wp-content/uploads/2021/06/espaguete_bolonhesaa-780x430.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","espaguete, esparguete, macarronete, macarrão com molho",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
77,Estrogonofe de Carne,"",https://piracanjuba.com.br/content/receitas/cont/0000000056/rec056_1910.jpg,0,173.14136,0,2.9754167,1.062,15.03125,5.2556667,3.322,0.8563333,66.216,10.803,0,0,0,0,f,/images/food/stroganoff.png,"strogonofe, estrogonofe",5,27.633333,0,0,0,0,0.06,0,0,0.05,3.2533333,0,0,0,0,0,0,28.318,0,0.14033334,0,0,0,0,0,0,0,0,0,0,0,2.6993334,0,0,0,0,0,21.511667,0.033333335,0,0,185.571,322.31366,0,0,0,122.848,0,0,0,0,2.0413334,"",""
78,Estrogonofe de Frango,"",https://img.cybercook.com.br/imagens/receitas/644/strogonoff-de-frango-1-840x480.jpg?q=75,0,156.8061,0,2.5939167,0.9993333,17.552084,3.692,2.2396667,1.0146667,79.959335,7.962333,0,0,0,0,f,/images/food/stroganoff.png,"strogonofe, estrogonofe",5,28.223333,0,0,0,0,0.07333333,0,0,0.04,3.3666666,0,0.03,0,0,0,0,26.049334,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,1.5213333,0,0,0,0,0,24.764334,0.027666667,0,0,195.15767,307.08633,0,0,0,99.455,0,0,0,0,0.5833333,"",""
79,Falafel,"",https://cdn.panelinha.com.br/receita/1544465565960-falafel.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","falafel, falafel de frito, falafel de grão-de-bico, falafel de fava",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
80,Farinha de aveia,"",https://cdn.awsli.com.br/600x450/757/757669/produto/41919778/2bbdd6f3f5.jpg,72,400,0,73.33,0,13.33,0,0,0,0,6.67,0,0,0,0,f,/images/food/oat-flour.svg,farelo de aveia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,"",""
81,Farinha de mandioca,"",https://media.istockphoto.com/photos/cassava-flour-in-handmade-pot-natural-organic-flour-from-brazil-picture-id1300392101?b=1&k=20&m=1300392101&s=170667a&w=0&h=MubnvNFt5Cv_6aKakGNc3UCaGzGTGXHkO6DuPP50c8E=,0,371,0,88.57,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/cassava-flour.png,"farinha de mandioca, farofa",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,"",""
82,Farinha de rosca,"",https://img.itdg.com.br/tdg/images/blog/uploads/2017/09/shutterstock_170955137.jpg?w=1200,0,414.85052,0,77.77087,1.8633333,11.87913,3.3,1.4,0.6,11.2718,5.79,1.94,0,0,0,f,/images/food/wheat-flour.svg,"farinha de rosca, farinha de pão, farinha de pães, pão ralado, pão seco moído",5,492.24667,0,0,0,0,1.43,0,0,1.1333333,9.5,0,1.1366667,0,0,0,24.31,196.06334,0,0.19333333,0,0,0,0,0,0,0,0,0,0,0,8.723333,0,0,0,0,0,57.68667,1.489,0,0,296.44333,365.60333,0,0,0,125.07333,0,0,0,0,1.7266667,"",""
83,Farinha de trigo,"",https://images.unsplash.com/photo-1627485937980-221c88ac04f9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1062&q=80,85,364,0,76.31,0,10.33,0.155,0,0,0,0.98,0,0,0,0,f,/images/food/wheat-flour.svg,"farinha branca, farinha",14,0,332,0,417,435,0,0,0,0.494,5.904,0,0.044,0,0,1,0,15,0,0.144,0,219,0,0,0,0,0,3479,0,371,230,4.64,357,0.3,710,0,228,22,0.682,183,520,108,107,1198,0,516,2,281,127,312,415,0.7,"",""
84,Fermento,"",https://static1.casapraticaqualita.com.br/articles/0/21/30/@/2427-fermento-biologico-fresco-conhecido-com-article_content_img-3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/yeast.svg,"",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
85,Figo,"",https://conteudo.imguol.com.br/c/entretenimento/84/2021/03/15/figo-1615830295984_v2_615x300.jpg,0,41.447124,0,10.245942,0.44333333,0.9673913,0,0,0,0,0.15666667,1.7933333,0,0,0,f,/images/food/fig.png,"figo, figos, figo cru, figos cru",4,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.79,27.39,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.20333333,0,0,0,0,0,11.31,0.06,0,0,14.57,174.42,0,0,0,0,0,0,0,0,0.09,"",""
86,Figo enlatado em calda,"",https://kemdistribuidora.com.br/wp-content/uploads/2015/09/figo-em-calda.bmp,0,184.36072,0,50.338406,0.18,0.5615942,0,0,0,0,0.15,1.9766667,0,0,0,f,/images/food/fig.png,"figo em calda, figos em calda, figo enlatado, figos enlatados",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2433333,32.616665,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.50333333,0,0,0,0,0,6.85,0.16033334,0,0,6.2533336,39.35,0,0,0,6.87,0,0,0,0,0.09,"",""
87,Folha de Louro,"",https://images.unsplash.com/photo-1612549225312-900aa64d56bb?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=750&q=80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/leaf.png,"folha de louro, folhas de louro, louro",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
88,Frango,"",https://images.unsplash.com/photo-1606728035253-49e8a23146de?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=750&q=80,0,157.059,0,0,0,32.059,1,0,0,0,3.235,0,0,0,0,f,/images/food/chicken.svg,"galinha, peito de frango, coxa de frango, frango assado, frango desfiado, frango cozido",10,10,1871.765,0,2168.235,3015.294,0,0,0.176,0.176,9.471,0,0.941,0,0,0,0,6,117,0.059,0,335.882,1,0,0,0,0,4748.824,0,1418.824,1195.294,0.471,1572.941,4.294,2651.765,0,3082.941,32,0,834.118,1294.118,241,343,1018.824,0,1221.765,47,1438.235,404.118,1155.294,1660,0.941,"",""
89,Frango assado,"",https://www.mexidodeideias.com.br/wp-content/uploads/2012/07/Farofa_Caipira1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","frango assado, frango assado com farofa, frango recheado, frango assado com recheio, frango recheado assado, frango recheado assado com farofa, frango assado com recheio de farofa",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
91,Galinhada,"",https://images.unsplash.com/photo-1461009683693-342af2f2d6ce?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=731&q=80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/rice.svg,"risoto de frango, arroz com galinha, arroz com frango",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
92,Gelo,"",https://images.unsplash.com/photo-1561365890-798858b32e0c?ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTJ8fGljZSUyMGN1YmV8ZW58MHwwfDB8fA%3D%3D&ixlib=rb-1.2.1&auto=format&fit=crop&w=500&q=60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/ice.png,gelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.01,"",""
