Id,NamePt,DescriptionPt,Image,Gi,Calories,Acidification,Carbohydrates,Ashes,Proteins,SaturedFats,MonounsaturatedFats,PolyunsaturatedFats,Cholesterol,TotalFat,DietaryFiber,Sugar,Gl,UnitOfMeasurement,IsRecipe,Icon,Keys,Type,A,Alanine,AlphaCarotene,Arginine,AsparticAcid,B1,B11,B12,B2,B3,B5,B6,B7,B9,BetaCarotene,C,Calcium,Choline,Copper,CryptoxanthinCarotene,Cystine,D,D2,D3,E,Fluoride,GlutamicAcid,Glutamine,Glycine,Histidine,Iron,Isoleucine,K,Leucine,Lycopene,Lysine,Magnesium,Manganese,Methionine,Phenylalanine,Phosphorus,Potassium,Proline,Selenium,Serine,Sodium,Threonine,Tryptophan,Tyrosine,Valine,Zinc,Description,Name
180,Salada de macarrão com beringela e purê de beterraba,"",https://cdn.panelinha.com.br/receita/1461898800000-Salada-de-macarrao-com-berinjela-e-pure-de-beterraba.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","salada de beterraba, salada de beringela, salada de beterraba, purê de beterraba",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
181,Salpicão de frango,"",https://images.aws.nestle.recipes/resized/0716d60c3ce29bc173181d4277693339_salpicao-frango-tradicional-receitas-nestle_1200_600.jpg,0,147.8646,0,4.569,1.1376667,13.925,1.339,2.0806668,3.9976666,52.523666,7.840667,0.41,0,0,0,f,"","salpicão, salpicão de frango",5,0,0,0,0,0,0.05,0,0,0,1.4766667,0,0,0,0,0,9.256667,9.409,0,0.07766667,0,0,0,0,0,0,0,0,0,0,0,0.31833333,0,0,0,0,0,13.254,0.027,0,0,102.583,148.968,0,0,0,248.34567,0,0,0,0,0.39266667,"",""
182,Salsa,"",https://images.unsplash.com/photo-1535189487909-a262ad10c165?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=689&q=80,0,36,0,6.33,0,2.97,0.132,0,0,0,0.79,0,0,0,0,f,/images/food/parsley.png,"salsa, folha de salsa, folhas de salsa, folha de salsinha, folhas de salsinha, salsinha, temperinho, temperinho verde, tempero verde",2,421,195,0,122,294,0,0,0,0.098,1.313,0,0.09,0,0,5054,133,138,12.8,0.149,0,14,0,0,0,0,0,249,0,145,61,6.2,118,1640,204,0,181,50,0.16,42,145,58,554,213,0,136,56,122,45,82,172,1.07,"",""
183,Sanduíche,"",https://images.unsplash.com/photo-1592415486689-125cbbfcbee2?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=625&q=80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/sandwich.svg,"",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
184,Semente de cominho,"",https://images.unsplash.com/photo-1601723897386-e5df0c749fb7?ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mnx8Y3VtaW58ZW58MHwwfDB8fA%3D%3D&ixlib=rb-1.2.1&auto=format&fit=crop&w=500&q=60,0,375,0,44.24,0,17.81,1.535,0,0,0,22.27,0,0,0,0,f,/images/food/cumin-seed.png,"cominho, sementes de cominho",1,64,0,0,0,0,0,0,0,0.327,4.579,0,0.435,0,0,762,7.7,931,24.7,0.867,0,0,0,0,0,0,0,0,0,0,0,66.36,0,5.4,0,0,0,366,3.333,0,0,499,1788,0,0,0,168,0,0,0,0,4.8,"",""
185,Semolina,"",https://www.mundoboaforma.com.br/wp-content/uploads/2020/11/semolina.jpg,0,360,0,73,0,13,0,0,0,0,0,3.9,0,0,0,f,/images/food/couscous.png,"semolina, semolina de trigo, sêmola, sêmola de trigo",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
186,Sopa de Couve-flor,"",https://cdn.panelinha.com.br/receita/1468292400000-Sopa-de-couve-flor-com-farofinha-de-pao.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/soup.svg,"sopa de couve-flor, sopa de couve flor",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
187,Suco de Laranja,"",https://images.unsplash.com/photo-1614065612682-10dbc3db2b31?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=657&q=80,50,45,0,10.4,0,0.7,0.024,0,0,0,0.2,0,0,6,1,f,/images/food/orange-juice.svg,"",0,10,15,6,47,75,0,0,0,0.03,0.4,0,0.04,0,0,33,50,11,6.2,0.044,0,5,0,0,0,0,0,33,0,9,3,0.2,8,0.1,13,0,9,11,0.014,3,9,17,200,44,0,13,1,8,2,4,11,0.05,"",""
188,Sushi,"",https://www.sabornamesa.com.br/media/k2/items/cache/5031e263a4a258791d6306b2d3d9dbf6_XL.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","sushi, sushi de salmão, suchi",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
189,Tabule,"",https://cdn.panelinha.com.br/receita/1565021106629-tabule.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","tabule, salada de triguinho, salada libanesa, salada de triguinho libanesa",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
190,Tomate,"",https://images.unsplash.com/photo-1561155713-50f2a38fde2c?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1050&q=80,0,18,0,3.89,0,0.9,0,0,0,0,0.2,1.2,2.6,0,0,f,/images/food/tomato.svg,tomate,4,42,27,101,21,135,0,0,0,0.019,0.594,0,0.08,0,0,449,13.7,10,6.7,0.059,0,9,0,0,0,0,0,431,0,19,14,0.27,18,7.9,25,2573,27,11,0.114,6,27,24,237,15,0,26,5,27,6,14,18,0.17,"",""
191,Tomilho,"",https://images.unsplash.com/photo-1606072104299-cdaab62c0a07?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1170&q=80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/thyme.png,"tomilho, ramo de tomilho, ramos de tomilho",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
192,Toucinho,"",https://espetinhodesucesso.com.br/wp-content/uploads/2018/12/como-fazer-bacon-artesanal-1200x675.jpg,0,592.5312,0,0,0.30333334,11.479167,17.7,20.1,10.1,73.083664,60.256668,0,0,0,0,f,/images/food/ham.svg,"toucinho, toucinhos, bacon, bacon em cubos",10,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,2.386,0,0.112333335,0,0,0,0,0,0,0,0,0,0,0,0.43933332,0,0,0,0,0,3.568,0,0,0,35.358665,57.57,0,0,0,49.586666,0,0,0,0,0.21066667,"",""
193,Urucum,"",https://www.dicasdemulher.com.br/wp-content/uploads/2020/03/urucum-0.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,/images/food/seasoning.png,"falso-açafrão, colorau",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
194,Uva,"",https://images.unsplash.com/photo-1525286102393-8bf945cd0649?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2074&q=80,0,67,0,17.15,0,0.63,0.114,0,0,0,0.35,0,0,0,0,f,/images/food/grape.png,uva,4,5,26,1,46,77,0,0,0,0.057,0.3,0,0.11,0,0,59,4,14,5.6,0.04,0,10,0,0,0,0,0,131,0,19,23,0.29,5,14.6,13,0,14,5,0.718,21,13,10,191,21,0,30,2,17,3,11,17,0.04,"",""
195,Vinagre de vinho tinto,"","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBYWFRgVFhYZGRgYHR4cHBwYHRwaIRwdHBwcHhwcHB4cIS4lHB8tIxoaJjgmKy8xNTU1GiU7QDszPy40NTEBDAwMEA8QHxISHzQrJSs9NzQ0NDQ1PzQ0NDQ0NDQ0NDQ0NDQ0NDQ0NjY0NDQ2MTQ0NDQ0NDQ0NDY0NDQ0NDQ0NP/AABEIAKgBKwMBIgACEQEDEQH/xAAbAAEAAgMBAQAAAAAAAAAAAAAABAUDBgcCAf/EAEIQAAIBAgQDBAcEBwgCAwAAAAECAAMRBBIhMQVBUQYiYXETMoGRobHBFEJi8CMkUnKS0eEHFVOCorLC8TRjM0PT/8QAGgEBAQEBAQEBAAAAAAAAAAAAAAECAwQFBv/EACoRAAICAQQCAQMDBQAAAAAAAAABAhEDEiExURNBBGGh8DKxwQUUInGR/9oADAMBAAIRAxEAPwDjMREAREQBERAEREAREQBERAEREA+zauAdh8Ri0FSm1NVJNs5cE2Nr91CLX8ZR8KwwqVFU7bnyGpm89m3whpg1kr2uSPRN3ctzyDA+em95znPTwerH8dzjq7dJe32Kf9j+NO1XDfx1P/ymp9qOzlbA1hQrFCxUOChLKVJIBBIB3UjUcp1Ph9ThLEX9Outru1TfoCrHXwlR2rw1CpijhUGYPRAps+bOj97KLuMygtlGXYhjJHI3zwal8StrafpNV/JyeJ9M+TqeMREQBERAEREAREQBERAEREAREQBERAEREAREQBERAEREAREQBERAEREAREQC54ALelb9mkxHmRaWPD6RAUjc0AffUcDTyt75E7NpdawOxUD3sBNgwuFVKdY5SHp5VAJJ7oAIBO3Im38px1LU0z6LxT/t4ZFxv/02oYUJg8cqjKqOhUdL0aTG3mSZzrA4thiqTlmLBjcsST3TcanXcfKdSrIpw2OB2OQG2uvoUvNBZcO1aqQhChnNMgnuk2Kg6666ajnNZXGKM/CjkzZU7une7+xq3GKITEVkUWC1HUDoAxAkCW3acfrVb99j79ZUza4PHkVTaEREpgREQBERAEREAREQBERAEREAREQBERAEREAREQBERAEREAREQBERAEREAv8As9UAD6gXsNbDS9+fiJ0nhVWg1Js1KmxchmuwKklctirA2a33vOcZDTY+y69+/gB72WcniepyTPoL5q8CwyjaV73XJ1bH0/1bFMHRlzLnUNpbIq2zLfKbDa1+fOc8ptSViSFsQdL2ubEAk7nW3um0jXD8VQm5yo3voqPmDOUYn7viB8gfrNZMTl7J8T5scF1C33fGxN7S10fFVWp+ozXUE3sLDS/O20qYnyaS2PFKWqTfYiIlMiIiAIiIAiIgCIiAIiIAiIgCIiAIiIAiIgCIiAIi0QBEkYXCvUYKilmPIf10Ey4nhlVHCMjBjsLXv5W3ktXViiFEy16DqbOrKejAj5zFKBERAEREACbD2cqhXQX9ZwL9LBT9Jr0nUtMg8295sP8AbKiM672doelPEl3zIij2IdPhOPYvZf3R8O6flOwf2XvdMQOpQn2q4+hnMe1eB9DiKtM/dZrfuscy2/it7DNcqyLZ0UcREwaEREAREQBERAEREAREQBERAEREAREQBERAEncNwXpXtewGpP0EnYTs3VdQ2gB1Frt/tkrhHCayV8lh6uY66ZeR268pynkWl6XujSW+5Y4zsePRF0uGGwJvfS+31HUTWuFYDPXSm1wGOvlYm3ttb2zfsZ6VKdsvdYhS+oyg6HXyvIdHtNhqIan6I1BtmWwUH8PNrTx4sufS1Vt8Po3KMeSVi+ymENPugq407t+mmpOp9k1PhtHDU6rJWa4DZQ4XMqjqRzNz8Jd1eOKyOyva2wIOYX9UWPW418JTcFxi0KgqeoVWwYrmysQNRYaHx8TOvxoZHFrI2SbiqoncIxqpiClOm1R3IUejUHW50A57ibZga6Vg+Iqv3aYILMDdQoFwRvflbqLTTOA4mmrG5Z2fKALlVRmJux65d+YO0zPQqLh8QS4Wm5BA0Idg17X1IJCjTS/sMZ/iqaVN+r/0WOTfc8doeJpXZVp0Ta5Clz3tegXbWx9Y7bSjqcHrqCcjaEhrbqw3UjcHY+REm4DFOrK/oroCCO6SumupHjb3TYeDYqtWapUb0lSs9iMpHeCLY5r8j4XtbSd9KxQqH3JGLySNRp4LKM9UMBsq+qzEchcaAczaYxwusRmFNrHbT6by8xrF67FlKi9ghv3RyXXn16mbPwugWbLh6DGnYaZ81iPWYBvVB6X8piWWSVpb9Hpfw5KNnMnpkEgggjcEWtPM33AYSnUrn7TfQsGAOU6XFl0NrchblKw8PprVPcDLr3ScvOw+hsN5qOZNbo6S/p01VOzWKaEkADeSD61/d5DQfKXNTh+VnKIb2AygbEgFrXJ01t7OUrsRhnR2R1yshKkdCNJ1TTR4ZwlFtP1sbt/ZdxArWqoT66KR5oT9GMif2nYYGuKg++tv8ykm3tBb4Sl7M4o08TTcdbHyIN5u3bPhTPRLDXL3x+fETpH9Jxe0jkcTJVWx8DqJjmDYiIgCIiAIiIAiIgCIiAIiIAiIgCIiAIiIBslHFMQf0nokYg5KZyahQAdNb6AnqSTJ2DrU6Lqc1QlgS7scyqtiQLAXvmC635kSu4caZdWqFnNtb8vC5PxkvinF87KmRERVAGnrLe4zMPX23N/hI4ppprkJtMxmq1a71HzE6hc1goO4A5ab9ZE4k9N3SnRRVyaZxe7c7tc2PhbkBJa0vSEAlVQKxLabDmCAWJ8PhKShSN8ym9hc23HnNUkqQJGIY5lFRjcEr1KrfNofNibSStZCCiKXZzYXJAAsBa19+d5Dx+DKsAb5iAxuQd9Rt4TEi5dQdR5/OCGxcN4LRajUqVnFILcKLsSxX1wSL2I00I10tINLibhDhg/6FmuRYXe3q6nYi/LrJnDOGNiFKU6l6rKTky2XQE2LbAkX1lV6fLTylBYG1yNVYWva350h7A2GjgxhmRqwfI4V1BI1VrlTr905Tp+RjxWPvWcUV9ChPqoxtY7hSdcum3PbaRzjq1Y5wha7BrW0UKDZQLWAu3s0mwcWxlLEUu4irUpJmuBlLX1KHW5KkN8fCYmtUdj0fGyKGROXHs+rhcM9Bma61RbKVsL9cw6W+Mx8ANVgRTKqTpdjl93P4SmwVGpWGVdCeZ5SxQVcHVyOpDaEXJsRyP8ASeOV8n6GGm3GL533K7ioejXdKgKtcG7cweYPMb6+Ey4SgDlYtdmvouuWx0JY8/AD2zYOOY37XSYEZ6uRcoUagg3c+ACjru81rh9CtbOENkPevYWy73BN/Zabpejjrmm1J1Rc4Hhru1I6hajOwbXQa2LHlYjWY8fgnem2dCzKvdvvcuo05nnGK4wiYfCnvFchVha2pW5I72tidD+Haa/X4zmByls3UgHTc7zq01wfNjkjJNS/YjUqb03RmUgqynboQTO48ACVaJRhmKEob31W3d+Gn+WcRpcWfMveNri4CrtedI7J8eZ6dV+9bPaxtuFudvMe6dYSd7njyYopbP7HNe0nDvRVq9Maejclb6XV9bDy0+MoZtXbevTau7Kzl2y5gVVVAsCLHOSx06DearNM5iIiQCIiAIiIAiIgCIiAIiIAiIgCIiAIiIBsq8HZcjFKlwQGRkbcnKdhobn4TN2jwq9xadJ1spBuGJL3NzlI7oItp4X5y0q8XZdQtnKPZR3iuZgvLoqsb/iO9zLDDVGYVVUXFOmFUWIAz6sc33mOg5bEzh5pJbo7+FXyc++zMjBW0vY6HxtLbh/Bg7svpBT7hbM5sL9DbWxNhfx5TdRxJmF2VXvVChlUED0aNcgn1iCLXFhzNtJCTjAsO4hdlU5siEhnuDl7tg5Hw9wed9E8P1NHyVKTM25ByNsdeniLCK2NDA/owptYkab9em06DVxRWq+UBWo075lVdCEXLY271zcWOm/kMi8WX0i57BVZbsPvJTBa/wCIlm9bpa0ef6F8H1NHwWPqKCFULnUBmGllU3zX5bb35TJxThNVKaWpuyhQzsUIILciN8o2B20NjNrPFmByjOL0QTqQM7sVLKBsvda53OksKXEzZ2BIAqoF5N+jSzKijbWna55e0yPM+aCw+rNW7M8RbC1BXNFwhRiuZGK5gcrC9rFTex6XEhYvBYh67FaFRA5AIKFdWAJAzWA638fKbfVxtX0AyPdymZrG9hVq3tmBu97OAOebnB44+fKCAVqU1N2sWyLfXpdrA25IojzP0irCuyHwzhNWnTNW/fDALRdCpYDNmIYm3dCk2I1s3nJOP4dicRZ2NMtfW7WtmUuBmIy6qAdDyAPSR6vHHLHUuF9LUIN2zGpUZUJ8LsoC8wRIYxzKrNcEozFVY6D0VFkAt96/c1vuBOcrl6o9ePNPH7v6su+EYQUMr+kU5xvlay5iy97cEXGo10N+WufEJSQ1HNch3LoUAFszixOupsSAdhtttNUxleoWormOmQ2zWUBe8WHnnGo36bW+JjVyP3zmJcsbjvZmDAknS5bNtyt1mVFpbMs80pu2ReKHLhsPzANvcsoaj7DoDLvib/qtDz/4TXql9/CeqtzzqTUdj6j6j2TovY4/qz+LsfgJzZNx5zofY9v1Zv3z8hNxW5ycrRpnaj/yX/y/7RKiXHan/wAh/Jf9olPNM4vkRESEEREAREQBERAEREAREQBERAEREAREQDbabMDm7hJOXNf7xv4aX2PkBzmWhiKqoyaFWAHda2q5VWym17lRty00kUYZbFs9Mkj1bZddNrGKNJQWINK+jd8k5j+zy6W9s8zSPXb9Er+9woRe8ArE2QBtO8Dmt3SSelxYX2a080uIL6JSFYG6LZRcqF1Jy252Jv1kMk2ADpp0U6b3vc6mSFuQP0y2HRTqf5w1EXIzPj1JdrEhmUWKtdgouCdORvv/AFmL7cBfRu8GF8rE2c2J2GmUWt4nrMRqsf8A7PCwQ6TwS2vfJ69w/SVRRHJkrFcQYvUYh7EoFNiAFS1z1Go2tzM+DHHTIjEjOdAbXdtLlrHQAaey+8jUndtFc+QQltB03kvDYQsbF67HplYX9ttJWkuQm2fUeq1iEYL3VA0Gia2HQX1nw1XW7ZVUgMwu6qMz6sddToVA8hJZGGTVkqGxN0Zm2B72psDrPOJ7Q4ddKeGo/vOA7DxBGo+PnMVvsjVqt2VoxJsQtRFJyruSFAJPrEC5FztfflMgweZ1ArB12JRGcC2oABPeOg0NtpLXtNXa2RFU7XSmLe4J8p54jxTGVFszuy6XBWwGose942l3vigqrsjU6KF3NY1qp9UBAVuAAFJNu6v4fZJCcRpAutPC0lDAizHO1rW0LFmB56W1trKtazUms6s2xs7d3e98qmxB6G8sK3F6jiyIiKqtcIioCCACGyhbg28ZXf5wFX5yRuIvbC0V53+SAGa+5MmqGdQt7lfV99z7dfhML8PqfsmdkeeTdUYKXrCdC7I0ycOf32+k0ajgnB1QzoXYwBcM2bQhmuD5n+U0uSR4NH7Vj9ZfyX/aJTTYOO0/S4ogG2YL8pgPBP8A2j+FobRlopolx/co/wAUfwtPJ4P/AOwfwmTUhRUxLT+6h/iL7jPp4SP8Vf4W/lFoUVUS0PChyqKfYZ8Xhd9qi/EfOLQorIk6pgMv31+Mx/ZfxCLIRYnurTKmxniUCIiAIiIAiIgCIiAbFhnw66FcxPW23geRj0dMk5L5T0ax389pGGLYDUofMD+UzrXUg2RCeVrX10NtdZxaaPQpRZkXDKNi199HQ7eZmf7Ku+Zx17ye+99phpbj9CjnQ90L77gyV6bN62E15WBufcLc5h2b/wAejB6EXLXc3NjZkv776TJTwOtlz94jd0v01I5TKEU91cKxv0NgDsQbgX/rvPS0WXu/Z3FyT643Gupvvp8JbYpGEYFkOU5s4bQB12brYc+vhPb2RtbAjf8ASHT3LvrPHeVwfRFSQLZmvfUjVttpJvYXdES+2iG/iWvpymW+zSXREpYlM2bJTPiczX1PXnMmIe9igRWPJU38Tl2My18a40R1y/eAsT7lH1mGtis17s+mt8p+sluxWx6Ie2jPb/KB/q16yJi8wZQxNje92Njpre353nl8ULk3c7aaDzkJ6qkt6xvsSbW/ImkmSUlRYUPQqxzMXJ2CDL72JJ+Uk1cQhU5aSnTvEjOw3uS7ag+RlOhA1sFG1z3jf8+UmUXL3AbMArDQWAsNyfG0riRTK9BoLdfpJCM1tzMVNdh4D5CS1TS06WRxPKE/tH4ywwWJbLl16XkRZLojTSXURRIlBr4tTsQN/JTb6TYHwoc3NQKfYZS8IUHGKTtZt/Ln8ZuiYW/3Bbwye+c5Pcw47lR/dyDesG89fkNp8ODob59fb+TLr7ORp6P+IDTxGVYSj3r5AfYT/wAJLZaRr5o0xz+BP/c8OiHmvtBm3fZVAvYC/wCFh8hrMBwhP7QPtt5C42i2Skaq6Ux0B8FvMLoh2B88h/lNrfhhJuXt5i5PnpMLcOqA3FZcvMANcjw6S2xRqGIw4IOht4i0qnpFfCdEGBNtXb23HyIH/crOJ8HzLddWA53Pjlvr7Nd5VIjijVfQLUXU2YbHoeh8JTVFIJBFiNDLo3Tbn1ldWpE3PPnfnOiZhohxETRkREQBERAEREAtH4cT6rAjwBPynj0Li2imwtqB8es2N0cjYD3fyEwshvax+I+k5azqoFC4f9gA9VGX5bzImMZdi4PXMwt7NRLp8L1Pznl8P+G8mtMumSKteI1j98+Zb4XAmdMVWWxIVjfNdjmvpYA/P2TO+F/AD5kfUT7T4aSfUB8rH5CLiVaivxGJctrlW/I2A2A3I8BPC1WHNNd7FPzaX9Hs3Vf1aX+k/WS6fY7EMfUT4D5Sa4ItSZrQ4g40zaDaxUbeR0kV65bTvHzJ+k3kdiqgtcqo/CM1vPWZafZJQcrO5/yLby0N5PLFF0SZzwhtgvzn2lQqOcqqSegnTl7N0U5K1uoVh8XtvMy4DL6qX6AAKBprzkedekFhftmlcO7NNo1Zgg6CxPz0/pNsp0cOlJ0RQCUbUk72I6SV9kNrFLeWU+7+Uk08I2VrKCADbu5T87HynJ5ZM3HHFHKz8rfIT2XIGjGYiO83O5nsUzfUmehG5J3wZKRYmW2G0G8qqYIO8tKV5CIzdmagXGq52UNvt6pGt9N50enxSk3NOuhTT4i00Hsjhi2Myi18pte4Gx30nR04S5G638CfmR+fGc5yadGXFPdkZOJ0B98a6+t18dYbi1HcMp8rN77HSSRgGUkELtuWYnwW1t7HnJNHCNqbooH4vpl8eUz5H0TRHsoa3GF0ysB7Rb/UZ4/vcEHNkN9yASfcDYjabTkY94HTn3Df2E2jJfbU8yMmnsuecut9E0Ls08Ev6tVUHu162B12202kWsHBJNZAG+8Trr0H9fZN2bDvrbNr+78O4fyJXYvhrm9yxvp3cgI8wQPheTVLoaY9lVhTTCgtUVm65tx4gGeajYfVsyBuott4cp8fhBBIFV76GxQkga+V79fCU9fButxcH2WPlpeNbGkh8awyEl0I/EP+Q+omv18HrLuqrcr26gE+y97fnaRkQ+qwHhvOkZGZRo1rGYPQsBqPWH1H1ldNyeheUPFOHle8Bodx0PW3T5TrGW9M5Sj7RVREToYEREAREQDsKcAubWY+JuP+VpKpdnltqlx4tr7e9rET5zmz2qKJq8ApIBamrHwPwM9nhtK1/QqBtYi3vOWIjUy0ePQ0VHdRAR4BveMtxMb8XVO6ipfb1be7umIm1yZZUYvtM4Oi35WCtz9nhINTtPWt/wDGo5dPgRETsoRMamY17TYllI74v0A08NNZGqcXqg6ksx66a+R3MRLoiRyZiq47E2zG9h1sP+5jOLxDAfpLdBp7hEQoo0j5Weqy6uWI371vgBrK3E0qyXZnbXcFmP1tETKOygiur4N0OqsRa4ZbkEeEwFteYiJ1R5m2Zlq9JZ4Iltt/z4xErBs/YDCVftjOUNgp391/eROr4ckXzJ7lI9h3iJ55/qNrgyVEUjVb+NtfkZhKclUA3tcg+/8A66z7EiIz2Ebmyf6x/wApicG4ysvsB/mIiUHh2ym/fJtpkyfAXkdqjm9kqa73uL8jezWOkRIwiM+CVh3k7211BJO9gTmF9/jIlThD6KA6r0VOvje4+ERMM0jxiezeg0Y+an33JMosdwLxNxqLDa3PWfYm0QosRRy76Eb6EW9+49sgVWU6EjXkdjfl4/1iJr0ZNY4ng8jXHqknr3TfUXMroiejG7icZciIiaMiIiAf/9k=",0,19,0,0.27,0,0.04,0,0,0,0,0,0,0,0,0,f,/images/food/red-wine-vinegar.png,"vinagre, vinagre de vinho, vinagre de vinho tinto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,4,0.046,0,0,8,39,0,0,0,8,0,0,0,0,0.03,"",""
196,Rodelas de abobrinha crocantes com parmesão,"",https://panelinha-sitenovo.s3.sa-east-1.amazonaws.com/receita/1632429758157-CP2021-12-05_0474.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","rodelas de abobrinha, abobrinha assada, abobrinha com parmesão",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
197,Arroz carreteiro,"",https://panelinha-sitenovo.s3.sa-east-1.amazonaws.com/receita/1633350306253-Panelinha_03_09_21_319.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","risoto, carreteiro, arroz com carne",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
198,Sopa de cenoura com curry,"",https://cdn.panelinha.com.br/receita/1491332195377-300541.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","sopa de copo, sopa de cenoura, sopa de curry",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
199,Cuscuz marroquino com filé mignon suíno,"",https://cdn.panelinha.com.br/receita/1480557600000-Cuscuz-marroquino-com-file-mignon-suino.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","cuscuz marroquino, cuscuz com carne, cuscuz marroquino com porco, cuscuz com porco",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
200,Geleia de manga e maracujá,"",https://cdn.panelinha.com.br/receita/1540583468204-receita-geleiaaaaa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","geleia de manga, geleia de maracujá, geleia, geléia",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
201,Vinagrete de chuchu com cominho,"",https://cdn.panelinha.com.br/receita/1584364750707-vinagrete-de-chuchu.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","vinagrete de chuchu, vinagrete, vinagrete com cominho",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
